Statename,FIPS,Date,Days_from_Ref,RelativeMobility,CumulativeMobility,Actual-Predict,FatalityRA,CumFatality_Stayput,SchoolOpenNow1%,SchoolOpenNow2%,MaskMandate25%,MaskMandate50%,Shutdown1week,Shutdown2week,Population
Nevada,32,2020-4-5,-8,,,Actual,,,,,,,,,3080156
Wisconsin,55,2020-4-5,-6,,,Actual,,,,,,,,,5822434
Rhode Island,44,2020-4-5,-12,,,Actual,,,,,,,,,1059361
Iowa,19,2020-4-5,1,-32,0.68,Actual,2.8,18,,,,,,,3155070
New Jersey,34,2020-4-6,4,-61.3333333333333,1.59333333333333,Actual,231.4,1337,,,,,,,8882190
California,6,2020-4-6,5,-53.3333333333333,2.49666666666667,Actual,46,380,,,,,,,39512223
Texas,48,2020-4-6,-75,,,Actual,,,,,,,,,28995881
Florida,12,2020-4-6,-75,,,Actual,,,,,,,,,21477737
Massachusetts,25,2020-4-6,-1,,,Actual,,,,,,,,,6892503
Illinois,17,2020-4-6,-1,,,Actual,,,,,,,,,12671821
Pennsylvania,42,2020-4-6,-1,,,Actual,,,,,,,,,12801989
Michigan,26,2020-4-6,1,-55,0.45,Actual,103.8,793,,,,,,,9986857
Georgia,13,2020-4-6,-75,,,Actual,,,,,,,,,10617423
Arizona,4,2020-4-6,-75,,,Actual,,,,,,,,,7278717
Louisiana,22,2020-4-6,3,-43.3333333333333,1.65,Actual,56.4,512,,,,,,,4648794
Connecticut,9,2020-4-6,-1,,,Actual,,,,,,,,,3565287
Ohio,39,2020-4-6,-3,,,Actual,,,,,,,,,11689100
Maryland,24,2020-4-6,-7,,,Actual,,,,,,,,,6045680
Indiana,18,2020-4-6,-2,,,Actual,,,,,,,,,6732219
South Carolina,45,2020-4-6,-75,,,Actual,,,,,,,,,5148714
North Carolina,37,2020-4-6,-9,,,Actual,,,,,,,,,10488084
Virginia,51,2020-4-6,-7,,,Actual,,,,,,,,,8535519
Mississippi,28,2020-4-6,-35,,,Actual,,,,,,,,,2976149
Alabama,1,2020-4-6,8,-35.6666666666667,5.30333333333333,Actual,5.6,49,,,,,,,4903185
Colorado,8,2020-4-6,14,-49,6.97666666666667,Actual,16.4,150,,,,,,,5758736
Washington,53,2020-4-6,-5,,,Actual,,,,,,,,,7614893
Minnesota,27,2020-4-6,-8,,,Actual,,,,,,,,,5639632
Tennessee,47,2020-4-6,-7,,,Actual,,,,,,,,,6829174
Missouri,29,2020-4-6,-8,,,Actual,,,,,,,,,6137428
Nevada,32,2020-4-6,-7,,,Actual,,,,,,,,,3080156
Wisconsin,55,2020-4-6,-5,,,Actual,,,,,,,,,5822434
Rhode Island,44,2020-4-6,-11,,,Actual,,,,,,,,,1059361
Iowa,19,2020-4-6,2,-34,1.34,Actual,3.2,25,,,,,,,3155070
New Jersey,34,2020-4-7,5,-61.6666666666667,1.97666666666667,Actual,238.2,1633,,,,,,,8882190
California,6,2020-4-7,6,-53,2.96666666666667,Actual,51,432,,,,,,,39512223
Texas,48,2020-4-7,-74,,,Actual,,,,,,,,,28995881
Florida,12,2020-4-7,-74,,,Actual,,,,,,,,,21477737
Massachusetts,25,2020-4-7,0,-58.6666666666667,0,Actual,57.2,355,,,,,,,6892503
Illinois,17,2020-4-7,0,-48,0,Actual,56.8,380,,,,,,,12671821
Pennsylvania,42,2020-4-7,0,-50.3333333333333,0,Actual,41.8,247,,,,,,,12801989
Michigan,26,2020-4-7,2,-57,0.88,Actual,115.8,917,,,,,,,9986857
Georgia,13,2020-4-7,-74,,,Actual,,,,,,,,,10617423
Arizona,4,2020-4-7,-74,,,Actual,,,,,,,,,7278717
Louisiana,22,2020-4-7,4,-43.3333333333333,2.21666666666667,Actual,58.6,582,,,,,,,4648794
Connecticut,9,2020-4-7,0,-48,0,Actual,43,277,,,,,,,3565287
Ohio,39,2020-4-7,-2,,,Actual,,,,,,,,,11689100
Maryland,24,2020-4-7,-6,,,Actual,,,,,,,,,6045680
Indiana,18,2020-4-7,-1,,,Actual,,,,,,,,,6732219
South Carolina,45,2020-4-7,-74,,,Actual,,,,,,,,,5148714
North Carolina,37,2020-4-7,-8,,,Actual,,,,,,,,,10488084
Virginia,51,2020-4-7,-6,,,Actual,,,,,,,,,8535519
Mississippi,28,2020-4-7,-34,,,Actual,,,,,,,,,2976149
Alabama,1,2020-4-7,9,-37.3333333333333,5.93,Actual,5.2,64,,,,,,,4903185
Colorado,8,2020-4-7,15,-49.6666666666667,7.48,Actual,20,179,,,,,,,5758736
Washington,53,2020-4-7,-4,,,Actual,,,,,,,,,7614893
Minnesota,27,2020-4-7,-7,,,Actual,,,,,,,,,5639632
Tennessee,47,2020-4-7,-6,,,Actual,,,,,,,,,6829174
Missouri,29,2020-4-7,-7,,,Actual,,,,,,,,,6137428
Nevada,32,2020-4-7,-6,,,Actual,,,,,,,,,3080156
Wisconsin,55,2020-4-7,-4,,,Actual,,,,,,,,,5822434
Rhode Island,44,2020-4-7,-10,,,Actual,,,,,,,,,1059361
Iowa,19,2020-4-7,3,-32.6666666666667,2.01333333333333,Actual,3,25,,,,,,,3155070
New Jersey,34,2020-4-8,6,-62.6666666666667,2.35,Actual,268.8,1974,,,,,,,8882190
California,6,2020-4-8,7,-53.3333333333333,3.43333333333333,Actual,47,495,,,,,,,39512223
Texas,48,2020-4-8,-73,,,Actual,,,,,,,,,28995881
Florida,12,2020-4-8,-73,,,Actual,,,,,,,,,21477737
Massachusetts,25,2020-4-8,1,-61.6666666666667,0.383333333333333,Actual,73.4,432,,,,,,,6892503
Illinois,17,2020-4-8,1,-50,0.5,Actual,64.6,462,,,,,,,12671821
Pennsylvania,42,2020-4-8,1,-50.3333333333333,0.496666666666667,Actual,53.4,318,,,,,,,12801989
Michigan,26,2020-4-8,3,-53,1.35,Actual,139.2,1037,,,,,,,9986857
Georgia,13,2020-4-8,-73,,,Actual,,,,,,,,,10617423
Arizona,4,2020-4-8,-73,,,Actual,,,,,,,,,7278717
Louisiana,22,2020-4-8,5,-42.3333333333333,2.79333333333333,Actual,55.6,652,,,,,,,4648794
Connecticut,9,2020-4-8,1,-51.3333333333333,0.486666666666667,Actual,51.8,326,,,,,,,3565287
Ohio,39,2020-4-8,-1,,,Actual,,,,,,,,,11689100
Maryland,24,2020-4-8,-5,,,Actual,,,,,,,,,6045680
Indiana,18,2020-4-8,0,-35.6666666666667,0,Actual,34.6,203,,,,,,,6732219
South Carolina,45,2020-4-8,-73,,,Actual,,,,,,,,,5148714
North Carolina,37,2020-4-8,-7,,,Actual,,,,,,,,,10488084
Virginia,51,2020-4-8,-5,,,Actual,,,,,,,,,8535519
Mississippi,28,2020-4-8,-33,,,Actual,,,,,,,,,2976149
Alabama,1,2020-4-8,10,-36.3333333333333,6.56666666666667,Actual,7,66,,,,,,,4903185
Colorado,8,2020-4-8,16,-50,7.98,Actual,22,193,,,,,,,5758736
Washington,53,2020-4-8,-3,,,Actual,,,,,,,,,7614893
Minnesota,27,2020-4-8,-6,,,Actual,,,,,,,,,5639632
Tennessee,47,2020-4-8,-5,,,Actual,,,,,,,,,6829174
Missouri,29,2020-4-8,-6,,,Actual,,,,,,,,,6137428
Nevada,32,2020-4-8,-5,,,Actual,,,,,,,,,3080156
Wisconsin,55,2020-4-8,-3,,,Actual,,,,,,,,,5822434
Rhode Island,44,2020-4-8,-9,,,Actual,,,,,,,,,1059361
Iowa,19,2020-4-8,4,-32,2.69333333333333,Actual,2.6,27,,,,,,,3155070
New Jersey,34,2020-4-9,7,-65,2.7,Actual,303.4,2250,,,,,,,8882190
California,6,2020-4-9,8,-55.6666666666667,3.87666666666667,Actual,44.8,544,,,,,,,39512223
Texas,48,2020-4-9,-72,,,Actual,,,,,,,,,28995881
Florida,12,2020-4-9,-72,,,Actual,,,,,,,,,21477737
Massachusetts,25,2020-4-9,2,-63.3333333333333,0.75,Actual,85.2,502,,,,,,,6892503
Illinois,17,2020-4-9,2,-50.6666666666667,0.993333333333333,Actual,74,528,,,,,,,12671821
Pennsylvania,42,2020-4-9,2,-52.6666666666667,0.97,Actual,64.8,345,,,,,,,12801989
Michigan,26,2020-4-9,4,-57.3333333333333,1.77666666666667,Actual,138.8,1164,,,,,,,9986857
Georgia,13,2020-4-9,-72,,,Actual,,,,,,,,,10617423
Arizona,4,2020-4-9,-72,,,Actual,,,,,,,,,7278717
Louisiana,22,2020-4-9,6,-43,3.36333333333333,Actual,58.8,702,,,,,,,4648794
Connecticut,9,2020-4-9,2,-54,0.946666666666667,Actual,57.6,380,,,,,,,3565287
Ohio,39,2020-4-9,0,-41,0,Actual,21,213,,,,,,,11689100
Maryland,24,2020-4-9,-4,,,Actual,,,,,,,,,6045680
Indiana,18,2020-4-9,1,-38,0.62,Actual,37.4,245,,,,,,,6732219
South Carolina,45,2020-4-9,-72,,,Actual,,,,,,,,,5148714
North Carolina,37,2020-4-9,-6,,,Actual,,,,,,,,,10488084
Virginia,51,2020-4-9,-4,,,Actual,,,,,,,,,8535519
Mississippi,28,2020-4-9,-32,,,Actual,,,,,,,,,2976149
Alabama,1,2020-4-9,11,-36.3333333333333,7.20333333333333,Actual,8.6,70,,,,,,,4903185
Colorado,8,2020-4-9,17,-51,8.47,Actual,24.8,226,,,,,,,5758736
Washington,53,2020-4-9,-2,,,Actual,,,,,,,,,7614893
Minnesota,27,2020-4-9,-5,,,Actual,,,,,,,,,5639632
Tennessee,47,2020-4-9,-4,,,Actual,,,,,,,,,6829174
Missouri,29,2020-4-9,-5,,,Actual,,,,,,,,,6137428
Nevada,32,2020-4-9,-4,,,Actual,,,,,,,,,3080156
Wisconsin,55,2020-4-9,-2,,,Actual,,,,,,,,,5822434
Rhode Island,44,2020-4-9,-8,,,Actual,,,,,,,,,1059361
Iowa,19,2020-4-9,5,-36,3.33333333333333,Actual,1.8,29,,,,,,,3155070
New Jersey,34,2020-4-10,8,-67.3333333333333,3.02666666666667,Actual,292.6,2529,,,,,,,8882190
California,6,2020-4-10,9,-54,4.33666666666667,Actual,41.6,583,,,,,,,39512223
Texas,48,2020-4-10,-71,,,Actual,,,,,,,,,28995881
Florida,12,2020-4-10,-71,,,Actual,,,,,,,,,21477737
Massachusetts,25,2020-4-10,3,-61.3333333333333,1.13666666666667,Actual,80,598,,,,,,,6892503
Illinois,17,2020-4-10,3,-51.6666666666667,1.47666666666667,Actual,68,597,,,,,,,12671821
Pennsylvania,42,2020-4-10,3,-56.6666666666667,1.40333333333333,Actual,62,418,,,,,,,12801989
Michigan,26,2020-4-10,5,-60,2.17666666666667,Actual,135,1371,,,,,,,9986857
Georgia,13,2020-4-10,-71,,,Actual,,,,,,,,,10617423
Arizona,4,2020-4-10,-71,,,Actual,,,,,,,,,7278717
Louisiana,22,2020-4-10,7,-52,3.84333333333333,Actual,51.6,755,,,,,,,4648794
Connecticut,9,2020-4-10,3,-55.3333333333333,1.39333333333333,Actual,55.4,448,,,,,,,3565287
Ohio,39,2020-4-10,1,-44.3333333333333,0.556666666666667,Actual,17.2,231,,,,,,,11689100
Maryland,24,2020-4-10,-3,,,Actual,,,,,,,,,6045680
Indiana,18,2020-4-10,2,-42.6666666666667,1.19333333333333,Actual,34,300,,,,,,,6732219
South Carolina,45,2020-4-10,-71,,,Actual,,,,,,,,,5148714
North Carolina,37,2020-4-10,-5,,,Actual,,,,,,,,,10488084
Virginia,51,2020-4-10,-3,,,Actual,,,,,,,,,8535519
Mississippi,28,2020-4-10,-31,,,Actual,,,,,,,,,2976149
Alabama,1,2020-4-10,12,-39.6666666666667,7.80666666666667,Actual,5.8,80,,,,,,,4903185
Colorado,8,2020-4-10,18,-51.3333333333333,8.95666666666667,Actual,22,250,,,,,,,5758736
Washington,53,2020-4-10,-1,,,Actual,,,,,,,,,7614893
Minnesota,27,2020-4-10,-4,,,Actual,,,,,,,,,5639632
Tennessee,47,2020-4-10,-3,,,Actual,,,,,,,,,6829174
Missouri,29,2020-4-10,-4,,,Actual,,,,,,,,,6137428
Nevada,32,2020-4-10,-3,,,Actual,,,,,,,,,3080156
Wisconsin,55,2020-4-10,-1,,,Actual,,,,,,,,,5822434
Rhode Island,44,2020-4-10,-7,,,Actual,,,,,,,,,1059361
Iowa,19,2020-4-10,6,-34.6666666666667,3.98666666666667,Actual,3.2,31,,,,,,,3155070
New Jersey,34,2020-4-11,9,-57.6666666666667,3.45,Actual,257.8,2854,,,,,,,8882190
California,6,2020-4-11,10,-47,4.86666666666667,Actual,43.8,604,,,,,,,39512223
Texas,48,2020-4-11,-70,,,Actual,,,,,,,,,28995881
Florida,12,2020-4-11,-70,,,Actual,,,,,,,,,21477737
Massachusetts,25,2020-4-11,4,-52.3333333333333,1.61333333333333,Actual,82.2,685,,,,,,,6892503
Illinois,17,2020-4-11,4,-43.3333333333333,2.04333333333333,Actual,67.2,677,,,,,,,12671821
Pennsylvania,42,2020-4-11,4,-45.6666666666667,1.94666666666667,Actual,54.2,503,,,,,,,12801989
Michigan,26,2020-4-11,6,-51.3333333333333,2.66333333333333,Actual,135.8,1487,,,,,,,9986857
Georgia,13,2020-4-11,-70,,,Actual,,,,,,,,,10617423
Arizona,4,2020-4-11,-70,,,Actual,,,,,,,,,7278717
Louisiana,22,2020-4-11,8,-45,4.39333333333333,Actual,46.4,806,,,,,,,4648794
Connecticut,9,2020-4-11,4,-46,1.93333333333333,Actual,55.2,494,,,,,,,3565287
Ohio,39,2020-4-11,2,-35.3333333333333,1.20333333333333,Actual,16.2,247,,,,,,,11689100
Maryland,24,2020-4-11,-2,,,Actual,,,,,,,,,6045680
Indiana,18,2020-4-11,3,-35,1.84333333333333,Actual,29.4,330,,,,,,,6732219
South Carolina,45,2020-4-11,-70,,,Actual,,,,,,,,,5148714
North Carolina,37,2020-4-11,-4,,,Actual,,,,,,,,,10488084
Virginia,51,2020-4-11,-2,,,Actual,,,,,,,,,8535519
Mississippi,28,2020-4-11,-30,,,Actual,,,,,,,,,2976149
Alabama,1,2020-4-11,13,-34.3333333333333,8.46333333333333,Actual,6.6,92,,,,,,,4903185
Colorado,8,2020-4-11,19,-46.3333333333333,9.49333333333333,Actual,22.6,274,,,,,,,5758736
Washington,53,2020-4-11,0,-46,0,Actual,17.4,495,,,,,,,7614893
Minnesota,27,2020-4-11,-3,,,Actual,,,,,,,,,5639632
Tennessee,47,2020-4-11,-2,,,Actual,,,,,,,,,6829174
Missouri,29,2020-4-11,-3,,,Actual,,,,,,,,,6137428
Nevada,32,2020-4-11,-2,,,Actual,,,,,,,,,3080156
Wisconsin,55,2020-4-11,0,-38,0,Actual,10.8,137,,,,,,,5822434
Rhode Island,44,2020-4-11,-6,,,Actual,,,,,,,,,1059361
Iowa,19,2020-4-11,7,-33.3333333333333,4.65333333333333,Actual,2.8,34,,,,,,,3155070
New Jersey,34,2020-4-12,10,-66.6666666666667,3.78333333333333,Actual,285.6,3096,,,,,,,8882190
California,6,2020-4-12,11,-54.6666666666667,5.32,Actual,44.6,640,,,,,,,39512223
Texas,48,2020-4-12,-69,,,Actual,,,,,,,,,28995881
Florida,12,2020-4-12,-69,,,Actual,,,,,,,,,21477737
Massachusetts,25,2020-4-12,5,-61.3333333333333,2,Actual,68.2,755,,,,,,,6892503
Illinois,17,2020-4-12,5,-54.6666666666667,2.49666666666667,Actual,68,720,,,,,,,12671821
Pennsylvania,42,2020-4-12,5,-57,2.37666666666667,Actual,69.2,557,,,,,,,12801989
Michigan,26,2020-4-12,7,-61.6666666666667,3.04666666666667,Actual,145.2,1592,,,,,,,9986857
Georgia,13,2020-4-12,-69,,,Actual,,,,,,,,,10617423
Arizona,4,2020-4-12,-69,,,Actual,,,,,,,,,7278717
Louisiana,22,2020-4-12,9,-56.3333333333333,4.83,Actual,62.2,840,,,,,,,4648794
Connecticut,9,2020-4-12,5,-57.3333333333333,2.36,Actual,58.2,554,,,,,,,3565287
Ohio,39,2020-4-12,3,-50.3333333333333,1.7,Actual,22.2,253,,,,,,,11689100
Maryland,24,2020-4-12,-1,,,Actual,,,,,,,,,6045680
Indiana,18,2020-4-12,4,-48.6666666666667,2.35666666666667,Actual,28.4,343,,,,,,,6732219
South Carolina,45,2020-4-12,-69,,,Actual,,,,,,,,,5148714
North Carolina,37,2020-4-12,-3,,,Actual,,,,,,,,,10488084
Virginia,51,2020-4-12,-1,,,Actual,,,,,,,,,8535519
Mississippi,28,2020-4-12,-29,,,Actual,,,,,,,,,2976149
Alabama,1,2020-4-12,14,-53.3333333333333,8.93,Actual,8.8,93,,,,,,,4903185
Colorado,8,2020-4-12,20,-62.3333333333333,9.87,Actual,20.2,289,,,,,,,5758736
Washington,53,2020-4-12,1,-50,0.5,Actual,14.8,506,,,,,,,7614893
Minnesota,27,2020-4-12,-2,,,Actual,,,,,,,,,5639632
Tennessee,47,2020-4-12,-1,,,Actual,,,,,,,,,6829174
Missouri,29,2020-4-12,-2,,,Actual,,,,,,,,,6137428
Nevada,32,2020-4-12,-1,,,Actual,,,,,,,,,3080156
Wisconsin,55,2020-4-12,1,-54.3333333333333,0.456666666666667,Actual,11.8,144,,,,,,,5822434
Rhode Island,44,2020-4-12,-5,,,Actual,,,,,,,,,1059361
Iowa,19,2020-4-12,8,-51.3333333333333,5.14,Actual,4,41,,,,,,,3155070
New Jersey,34,2020-4-13,11,-70,4.08333333333333,Actual,311.8,3263,,,,,,,8882190
California,6,2020-4-13,12,-50.6666666666667,5.81333333333333,Actual,55.4,714,,,,,,,39512223
Texas,48,2020-4-13,-68,,,Actual,,,,,,,,,28995881
Florida,12,2020-4-13,-68,,,Actual,,,,,,,,,21477737
Massachusetts,25,2020-4-13,6,-65.3333333333333,2.34666666666667,Actual,101.8,843,,,,,,,6892503
Illinois,17,2020-4-13,6,-51.3333333333333,2.98333333333333,Actual,70.4,798,,,,,,,12671821
Pennsylvania,42,2020-4-13,6,-56.6666666666667,2.81,Actual,72.2,589,,,,,,,12801989
Michigan,26,2020-4-13,8,-59,3.45666666666667,Actual,134.6,1716,,,,,,,9986857
Georgia,13,2020-4-13,-68,,,Actual,,,,,,,,,10617423
Arizona,4,2020-4-13,-68,,,Actual,,,,,,,,,7278717
Louisiana,22,2020-4-13,10,-42,5.41,Actual,69.6,884,,,,,,,4648794
Connecticut,9,2020-4-13,6,-59.6666666666667,2.76333333333333,Actual,84,602,,,,,,,3565287
Ohio,39,2020-4-13,4,-43,2.27,Actual,26.2,274,,,,,,,11689100
Maryland,24,2020-4-13,0,-56.3333333333333,0,Actual,28,262,,,,,,,6045680
Indiana,18,2020-4-13,5,-39,2.96666666666667,Actual,27.2,350,,,,,,,6732219
South Carolina,45,2020-4-13,-68,,,Actual,,,,,,,,,5148714
North Carolina,37,2020-4-13,-2,,,Actual,,,,,,,,,10488084
Virginia,51,2020-4-13,0,-51.3333333333333,0,Actual,14.8,149,,,,,,,8535519
Mississippi,28,2020-4-13,-28,,,Actual,,,,,,,,,2976149
Alabama,1,2020-4-13,15,-33.6666666666667,9.59333333333333,Actual,7.6,99,,,,,,,4903185
Colorado,8,2020-4-13,21,-57,10.3,Actual,20.8,306,,,,,,,5758736
Washington,53,2020-4-13,2,-50.3333333333333,0.996666666666667,Actual,13.8,513,,,,,,,7614893
Minnesota,27,2020-4-13,-1,,,Actual,,,,,,,,,5639632
Tennessee,47,2020-4-13,0,-37.3333333333333,0,Actual,5.2,109,,,,,,,6829174
Missouri,29,2020-4-13,-1,,,Actual,,,,,,,,,6137428
Nevada,32,2020-4-13,0,-51.3333333333333,0,Actual,8.2,114,,,,,,,3080156
Wisconsin,55,2020-4-13,2,-44.6666666666667,1.01,Actual,11,154,,,,,,,5822434
Rhode Island,44,2020-4-13,-4,,,Actual,,,,,,,,,1059361
Iowa,19,2020-4-13,9,-37,5.77,Actual,4.4,41,,,,,,,3155070
New Jersey,34,2020-4-14,12,-62,4.46333333333333,Actual,331.2,3678,,,,,,,8882190
California,6,2020-4-14,13,-49,6.32333333333333,Actual,70.4,767,,,,,,,39512223
Texas,48,2020-4-14,-67,,,Actual,,,,,,,,,28995881
Florida,12,2020-4-14,-67,,,Actual,,,,,,,,,21477737
Massachusetts,25,2020-4-14,7,-57.6666666666667,2.77,Actual,84.4,843,,,,,,,6892503
Illinois,17,2020-4-14,7,-50.3333333333333,3.48,Actual,79,868,,,,,,,12671821
Pennsylvania,42,2020-4-14,7,-49,3.32,Actual,67.6,691,,,,,,,12801989
Michigan,26,2020-4-14,9,-56.3333333333333,3.89333333333333,Actual,127.4,1890,,,,,,,9986857
Georgia,13,2020-4-14,-67,,,Actual,,,,,,,,,10617423
Arizona,4,2020-4-14,-67,,,Actual,,,,,,,,,7278717
Louisiana,22,2020-4-14,11,-39.3333333333333,6.01666666666667,Actual,70,1013,,,,,,,4648794
Connecticut,9,2020-4-14,7,-47,3.29333333333333,Actual,95.4,671,,,,,,,3565287
Ohio,39,2020-4-14,5,-38.3333333333333,2.88666666666667,Actual,32,324,,,,,,,11689100
Maryland,24,2020-4-14,1,-49.6666666666667,0.503333333333333,Actual,22.6,302,,,,,,,6045680
Indiana,18,2020-4-14,6,-36,3.60666666666667,Actual,29.4,387,,,,,,,6732219
South Carolina,45,2020-4-14,-67,,,Actual,,,,,,,,,5148714
North Carolina,37,2020-4-14,-1,,,Actual,,,,,,,,,10488084
Virginia,51,2020-4-14,1,-44.6666666666667,0.553333333333333,Actual,15.6,154,,,,,,,8535519
Mississippi,28,2020-4-14,-27,,,Actual,,,,,,,,,2976149
Alabama,1,2020-4-14,16,-32.3333333333333,10.27,Actual,8.2,114,,,,,,,4903185
Colorado,8,2020-4-14,22,-52,10.78,Actual,19.6,327,,,,,,,5758736
Washington,53,2020-4-14,3,-49.6666666666667,1.5,Actual,16.8,530,,,,,,,7614893
Minnesota,27,2020-4-14,0,-50.6666666666667,0,Actual,4.6,79,,,,,,,5639632
Tennessee,47,2020-4-14,1,-34.6666666666667,0.653333333333333,Actual,6,124,,,,,,,6829174
Missouri,29,2020-4-14,0,-39,0,Actual,13.4,173,,,,,,,6137428
Nevada,32,2020-4-14,1,-49.3333333333333,0.506666666666667,Actual,7,126,,,,,,,3080156
Wisconsin,55,2020-4-14,3,-42.3333333333333,1.58666666666667,Actual,12,170,,,,,,,5822434
Rhode Island,44,2020-4-14,-3,,,Actual,,,,,,,,,1059361
Iowa,19,2020-4-14,10,-36.3333333333333,6.40666666666667,Actual,5.2,49,,,,,,,3155070
New Jersey,34,2020-4-15,13,-61.3333333333333,4.85,Actual,357,4088,,,,,,,8882190
California,6,2020-4-15,14,-49.3333333333333,6.83,Actual,79.4,860,,,,,,,39512223
Texas,48,2020-4-15,-66,,,Actual,,,,,,,,,28995881
Florida,12,2020-4-15,-66,,,Actual,,,,,,,,,21477737
Massachusetts,25,2020-4-15,8,-58,3.19,Actual,97.8,1107,,,,,,,6892503
Illinois,17,2020-4-15,8,-48.6666666666667,3.99333333333333,Actual,82.4,949,,,,,,,12671821
Pennsylvania,42,2020-4-15,8,-47,3.85,Actual,72.8,779,,,,,,,12801989
Michigan,26,2020-4-15,10,-53.3333333333333,4.36,Actual,153.6,2044,,,,,,,9986857
Georgia,13,2020-4-15,-66,,,Actual,,,,,,,,,10617423
Arizona,4,2020-4-15,-66,,,Actual,,,,,,,,,7278717
Louisiana,22,2020-4-15,12,-35,6.66666666666667,Actual,74.6,1103,,,,,,,4648794
Connecticut,9,2020-4-15,8,-46.6666666666667,3.82666666666667,Actual,96.4,868,,,,,,,3565287
Ohio,39,2020-4-15,6,-36,3.52666666666667,Actual,33,362,,,,,,,11689100
Maryland,24,2020-4-15,2,-48.3333333333333,1.02,Actual,19.6,311,,,,,,,6045680
Indiana,18,2020-4-15,7,-34,4.26666666666667,Actual,35.8,436,,,,,,,6732219
South Carolina,45,2020-4-15,-66,,,Actual,,,,,,,,,5148714
North Carolina,37,2020-4-15,0,-39,0,Actual,17.6,130,,,,,,,10488084
Virginia,51,2020-4-15,2,-44,1.11333333333333,Actual,18,195,,,,,,,8535519
Mississippi,28,2020-4-15,-26,,,Actual,,,,,,,,,2976149
Alabama,1,2020-4-15,17,-27.6666666666667,10.9933333333333,Actual,11,118,,,,,,,4903185
Colorado,8,2020-4-15,23,-48.3333333333333,11.2966666666667,Actual,20,354,,,,,,,5758736
Washington,53,2020-4-15,4,-47,2.03,Actual,19.4,552,,,,,,,7614893
Minnesota,27,2020-4-15,1,-47.3333333333333,0.526666666666667,Actual,8.2,87,,,,,,,5639632
Tennessee,47,2020-4-15,2,-30,1.35333333333333,Actual,7,124,,,,,,,6829174
Missouri,29,2020-4-15,1,-30,0.7,Actual,13.4,190,,,,,,,6137428
Nevada,32,2020-4-15,2,-46.3333333333333,1.04333333333333,Actual,6,131,,,,,,,3080156
Wisconsin,55,2020-4-15,4,-38.6666666666667,2.2,Actual,12.4,183,,,,,,,5822434
Rhode Island,44,2020-4-15,-2,,,Actual,,,,,,,,,1059361
Iowa,19,2020-4-15,11,-30.6666666666667,7.1,Actual,4.6,53,,,,,,,3155070
New Jersey,34,2020-4-16,14,-62.6666666666667,5.22333333333333,Actual,381.2,4510,,,,,,,8882190
California,6,2020-4-16,15,-53,7.3,Actual,85.2,956,,,,,,,39512223
Texas,48,2020-4-16,-65,,,Actual,,,,,,,,,28995881
Florida,12,2020-4-16,-65,,,Actual,,,,,,,,,21477737
Massachusetts,25,2020-4-16,9,-59,3.6,Actual,112,1107,,,,,,,6892503
Illinois,17,2020-4-16,9,-47.6666666666667,4.51666666666667,Actual,92.2,1072,,,,,,,12671821
Pennsylvania,42,2020-4-16,9,-49.3333333333333,4.35666666666667,Actual,90.6,841,,,,,,,12801989
Michigan,26,2020-4-16,11,-53.6666666666667,4.82333333333333,Actual,145.4,2124,,,,,,,9986857
Georgia,13,2020-4-16,-65,,,Actual,,,,,,,,,10617423
Arizona,4,2020-4-16,-65,,,Actual,,,,,,,,,7278717
Louisiana,22,2020-4-16,13,-37.6666666666667,7.29,Actual,76.6,1156,,,,,,,4648794
Connecticut,9,2020-4-16,9,-48.3333333333333,4.34333333333333,Actual,96.8,971,,,,,,,3565287
Ohio,39,2020-4-16,7,-37.3333333333333,4.15333333333333,Actual,35.4,407,,,,,,,11689100
Maryland,24,2020-4-16,3,-50,1.52,Actual,31.8,319,,,,,,,6045680
Indiana,18,2020-4-16,8,-34.3333333333333,4.92333333333333,Actual,39,477,,,,,,,6732219
South Carolina,45,2020-4-16,-65,,,Actual,,,,,,,,,5148714
North Carolina,37,2020-4-16,1,-39.3333333333333,0.606666666666667,Actual,18.6,150,,,,,,,10488084
Virginia,51,2020-4-16,3,-44.3333333333333,1.67,Actual,21.8,208,,,,,,,8535519
Mississippi,28,2020-4-16,-25,,,Actual,,,,,,,,,2976149
Alabama,1,2020-4-16,18,-30.6666666666667,11.6866666666667,Actual,10.8,133,,,,,,,4903185
Colorado,8,2020-4-16,24,-58.6666666666667,11.71,Actual,21,372,,,,,,,5758736
Washington,53,2020-4-16,5,-47.6666666666667,2.55333333333333,Actual,20,579,,,,,,,7614893
Minnesota,27,2020-4-16,2,-48.3333333333333,1.04333333333333,Actual,10.2,87,,,,,,,5639632
Tennessee,47,2020-4-16,3,-32.6666666666667,2.02666666666667,Actual,6.6,136,,,,,,,6829174
Missouri,29,2020-4-16,2,-36,1.34,Actual,12.8,204,,,,,,,6137428
Nevada,32,2020-4-16,3,-49,1.55333333333333,Actual,7.4,137,,,,,,,3080156
Wisconsin,55,2020-4-16,5,-39,2.81,Actual,11.6,197,,,,,,,5822434
Rhode Island,44,2020-4-16,-1,,,Actual,,,,,,,,,1059361
Iowa,19,2020-4-16,12,-35,7.75,Actual,6.6,60,,,,,,,3155070
New Jersey,34,2020-4-17,15,-62.3333333333333,5.6,Actual,365.4,4881,,,,,,,8882190
California,6,2020-4-17,16,-53.3333333333333,7.76666666666667,Actual,82,1037,,,,,,,39512223
